Time,Lon,Lat,,,,,UTC
24:24.0,114.8974085,4.97725967,,,,,36:09.0
24:25.0,114.8974085,4.97725967,,,,,36:10.0
24:26.0,114.8974085,4.97725967,,,,,36:11.0
24:27.0,114.8974085,4.9772595,,,,,36:12.0
24:29.0,114.8974083,4.97726017,,,,,36:14.0
24:30.0,114.8974082,4.97726083,,,,,36:15.0
24:31.0,114.8974048,4.97726267,,,,,36:16.0
24:32.0,114.8974027,4.97726567,,,,,36:17.0
24:33.0,114.8974005,4.977269,,,,,36:18.0
24:35.0,114.897394,4.97727633,,,,,36:20.0
24:36.0,114.89739,4.97728267,,,,,36:21.0
24:38.0,114.8973803,4.977296,,,,,36:23.0
24:40.0,114.897375,4.97731117,,,,,36:25.0
24:41.0,114.8973708,4.977318,,,,,36:26.0
24:42.0,114.8973658,4.97732517,,,,,36:27.0
24:44.0,114.8973567,4.97733967,,,,,36:29.0
24:46.0,114.8973485,4.97735217,,,,,36:31.0
24:48.0,114.8973408,4.9773685,,,,,36:33.0
24:49.0,114.8973395,4.97737483,,,,,36:34.0
24:50.0,114.897339,4.97738017,,,,,36:35.0
24:52.0,114.8973355,4.97739083,,,,,36:37.0
24:53.0,114.8973343,4.9773955,,,,,36:38.0
24:54.0,114.8973318,4.97740017,,,,,36:39.0
24:55.0,114.8973288,4.97740617,,,,,36:40.0
24:56.0,114.8973265,4.977411,,,,,36:41.0
24:57.0,114.8973242,4.9774145,,,,,36:42.0
24:59.0,114.8973173,4.9774235,,,,,36:44.0
25:01.0,114.8973097,4.97743417,,,,,36:46.0
25:02.0,114.8973063,4.97744,,,,,36:47.0
25:03.0,114.8973042,4.97744617,,,,,36:48.0
25:04.0,114.8973017,4.97745333,,,,,36:49.0
25:06.0,114.8972975,4.9774725,,,,,36:51.0
25:07.0,114.8972965,4.977481,,,,,36:52.0
25:08.0,114.8972972,4.97748917,,,,,36:53.0
25:10.0,114.897304,4.97749233,,,,,36:55.0
25:11.0,114.8973083,4.97749683,,,,,36:56.0
25:13.0,114.8973117,4.97750367,,,,,36:58.0
25:14.0,114.8973115,4.97750617,,,,,36:59.0
25:15.0,114.8973118,4.977509,,,,,37:00.0
25:16.0,114.8973117,4.977511,,,,,37:01.0
25:17.0,114.8973117,4.977513,,,,,37:02.0
25:19.0,114.8973113,4.9775165,,,,,37:04.0
25:20.0,114.8973108,4.97751783,,,,,37:05.0
25:21.0,114.8973107,4.97751933,,,,,37:06.0
25:22.0,114.8973105,4.9775205,,,,,37:07.0
25:23.0,114.8973103,4.97752167,,,,,37:08.0
25:25.0,114.8973098,4.97752383,,,,,37:10.0
25:26.0,114.8973097,4.97752467,,,,,37:11.0
25:28.0,114.897309,4.977526,,,,,37:13.0
25:31.0,114.8973085,4.97752817,,,,,37:16.0
25:32.0,114.8973082,4.97752867,,,,,37:17.0
25:34.0,114.8973078,4.97752983,,,,,37:19.0
25:36.0,114.8973073,4.97753083,,,,,37:21.0
25:37.0,114.897307,4.97753133,,,,,37:22.0
25:38.0,114.8973068,4.97753183,,,,,37:23.0
25:39.0,114.8973067,4.97753233,,,,,37:24.0
25:40.0,114.8973065,4.97753283,,,,,37:25.0
25:41.0,114.8973063,4.97753317,,,,,37:26.0
25:42.0,114.897306,4.97753367,,,,,37:27.0
25:43.0,114.897306,4.97753417,,,,,37:28.0
25:44.0,114.897306,4.9775345,,,,,37:29.0
25:46.0,114.8973058,4.9775355,,,,,37:31.0
25:47.0,114.8973058,4.97753583,,,,,37:32.0
25:49.0,114.8973058,4.97753667,,,,,37:34.0
25:50.0,114.8973057,4.977537,,,,,37:35.0
25:52.0,114.8973057,4.97753767,,,,,37:37.0
25:53.0,114.8973057,4.97753817,,,,,37:38.0
25:54.0,114.8973057,4.9775385,,,,,37:39.0
25:55.0,114.8973057,4.97753883,,,,,37:40.0
25:57.0,114.8973057,4.9775395,,,,,37:42.0
25:58.0,114.8973057,4.97753967,,,,,37:43.0
25:59.0,114.8973055,4.97754,,,,,37:44.0
26:01.0,114.8973052,4.97754033,,,,,37:46.0
26:03.0,114.8973048,4.97754083,,,,,37:48.0
26:05.0,114.8973043,4.97754117,,,,,37:50.0
26:07.0,114.8973038,4.9775415,,,,,37:52.0
26:08.0,114.8973037,4.97754167,,,,,37:53.0
26:09.0,114.8973035,4.97754183,,,,,37:54.0
26:11.0,114.8973033,4.97754233,,,,,37:56.0
26:12.0,114.8973035,4.97754267,,,,,37:57.0
26:13.0,114.8973033,4.97754283,,,,,37:58.0
26:14.0,114.8973032,4.977543,,,,,37:59.0
26:16.0,114.897303,4.97754333,,,,,38:01.0
26:17.0,114.897303,4.9775435,,,,,38:02.0
26:18.0,114.8973028,4.97754367,,,,,38:03.0
26:20.0,114.8973023,4.97754367,,,,,38:05.0
26:22.0,114.8973018,4.97754383,,,,,38:07.0
26:24.0,114.8973018,4.97754417,,,,,38:09.0
26:25.0,114.8973017,4.97754417,,,,,38:10.0
26:26.0,114.8973013,4.97754417,,,,,38:11.0
26:27.0,114.8973012,4.97754433,,,,,38:12.0
26:28.0,114.897301,4.97754433,,,,,38:13.0
26:29.0,114.8973008,4.97754433,,,,,38:14.0
26:31.0,114.8973007,4.9775445,,,,,38:16.0
26:32.0,114.8973005,4.97754467,,,,,38:17.0
26:33.0,114.8973003,4.97754483,,,,,38:18.0
26:34.0,114.8973002,4.97754483,,,,,38:19.0
26:37.0,114.8972998,4.977545,,,,,38:22.0
26:38.0,114.8972998,4.97754517,,,,,38:23.0
26:41.0,114.8972997,4.97754533,,,,,38:26.0
26:43.0,114.8972997,4.97754567,,,,,38:28.0
26:44.0,114.8972997,4.97754583,,,,,38:29.0
26:46.0,114.8972997,4.977546,,,,,38:31.0
26:47.0,114.8972995,4.97754617,,,,,38:32.0
26:49.0,114.8972995,4.97754633,,,,,38:34.0
26:50.0,114.8972997,4.9775465,,,,,38:35.0
26:53.0,114.8972995,4.97754683,,,,,38:38.0
26:55.0,114.8972995,4.97754717,,,,,38:40.0
26:56.0,114.8972995,4.97754733,,,,,38:41.0
27:00.0,114.8972997,4.97754783,,,,,38:45.0
27:02.0,114.8972995,4.97754817,,,,,38:47.0
27:03.0,114.8972995,4.97754817,,,,,38:48.0
27:04.0,114.8972995,4.97754833,,,,,38:49.0
27:05.0,114.8972995,4.97754833,,,,,38:50.0
27:06.0,114.8972995,4.9775485,,,,,38:51.0
27:08.0,114.8972995,4.97754867,,,,,38:53.0
27:10.0,114.8972995,4.97754883,,,,,38:55.0
27:11.0,114.8972995,4.977549,,,,,38:56.0
27:13.0,114.8972995,4.97754917,,,,,38:58.0
27:15.0,114.8972993,4.97754933,,,,,39:00.0
27:17.0,114.8972992,4.97754933,,,,,39:02.0
27:19.0,114.8972992,4.97754933,,,,,39:04.0
27:20.0,114.8972992,4.97754933,,,,,39:05.0
27:23.0,114.897299,4.97754933,,,,,39:08.0
27:24.0,114.8972988,4.97754933,,,,,39:09.0
27:25.0,114.8972988,4.97754933,,,,,39:10.0
27:26.0,114.8972987,4.97754933,,,,,39:11.0
27:28.0,114.8972985,4.97754933,,,,,39:13.0
27:29.0,114.8972983,4.97754917,,,,,39:14.0
27:30.0,114.8972983,4.97754917,,,,,39:15.0
27:32.0,114.897298,4.977549,,,,,39:17.0
27:34.0,114.8972977,4.97754883,,,,,39:19.0
27:36.0,114.8972975,4.97754883,,,,,39:21.0
27:37.0,114.8972975,4.97754833,,,,,39:22.0
27:38.0,114.8972993,4.97754767,,,,,39:23.0
27:39.0,114.8973012,4.97754883,,,,,39:24.0
27:40.0,114.8973002,4.97754983,,,,,39:25.0
27:41.0,114.8972977,4.97755267,,,,,39:26.0
27:42.0,114.8972935,4.9775575,,,,,39:27.0
27:44.0,114.897289,4.97757067,,,,,39:29.0
27:46.0,114.8972845,4.97758417,,,,,39:31.0
27:47.0,114.8972833,4.97758933,,,,,39:32.0
27:48.0,114.897282,4.97759633,,,,,39:33.0
27:49.0,114.897279,4.97760567,,,,,39:34.0
27:50.0,114.8972772,4.97761517,,,,,39:35.0
27:52.0,114.8972737,4.97763333,,,,,39:37.0
27:53.0,114.8972707,4.97764183,,,,,39:38.0
27:54.0,114.8972682,4.97764983,,,,,39:39.0
27:55.0,114.897264,4.9776585,,,,,39:40.0
27:56.0,114.897261,4.977668,,,,,39:41.0
27:57.0,114.897258,4.97767817,,,,,39:42.0
27:59.0,114.8972488,4.97769783,,,,,39:44.0
28:00.0,114.897243,4.97770833,,,,,39:45.0
28:02.0,114.8972327,4.97772717,,,,,39:47.0
28:03.0,114.8972283,4.97773467,,,,,39:48.0
28:04.0,114.897224,4.97774267,,,,,39:49.0
28:05.0,114.8972185,4.97775183,,,,,39:50.0
28:06.0,114.8972132,4.97776133,,,,,39:51.0
28:08.0,114.8972023,4.97777933,,,,,39:53.0
28:09.0,114.8971978,4.9777885,,,,,39:54.0
28:11.0,114.8971893,4.97780667,,,,,39:56.0
28:12.0,114.8971863,4.977817,,,,,39:57.0
28:14.0,114.8971773,4.9778325,,,,,39:59.0
28:17.0,114.8971752,4.97784617,,,,,40:02.0
28:18.0,114.8971757,4.97784633,,,,,40:03.0
28:20.0,114.897177,4.97784667,,,,,40:05.0
28:22.0,114.8971782,4.97784683,,,,,40:07.0
28:23.0,114.8971782,4.97784583,,,,,40:08.0
28:24.0,114.8971782,4.97784583,,,,,40:09.0
28:26.0,114.8971782,4.97784567,,,,,40:11.0
28:27.0,114.8971782,4.9778455,,,,,40:12.0
28:29.0,114.8971783,4.9778455,,,,,40:14.0
28:30.0,114.8971785,4.9778455,,,,,40:15.0
28:32.0,114.8971785,4.9778455,,,,,40:17.0
28:33.0,114.8971787,4.97784533,,,,,40:18.0
28:34.0,114.8971787,4.97784533,,,,,40:19.0
28:35.0,114.8971787,4.97784517,,,,,40:20.0
28:37.0,114.8971788,4.97784517,,,,,40:22.0
28:38.0,114.8971788,4.97784517,,,,,40:23.0
28:40.0,114.8971788,4.97784517,,,,,40:25.0
28:41.0,114.8971788,4.977845,,,,,40:26.0
28:43.0,114.8971788,4.977845,,,,,40:28.0
28:44.0,114.8971787,4.977845,,,,,40:29.0
28:46.0,114.8971787,4.977845,,,,,40:31.0
28:47.0,114.8971787,4.977845,,,,,40:32.0
28:48.0,114.8971787,4.977845,,,,,40:33.0
28:49.0,114.8971785,4.977845,,,,,40:34.0
28:50.0,114.8971785,4.97784483,,,,,40:35.0
28:51.0,114.8971785,4.97784467,,,,,40:36.0
28:52.0,114.8971787,4.97784467,,,,,40:37.0
28:53.0,114.8971785,4.97784467,,,,,40:38.0
28:54.0,114.8971785,4.97784467,,,,,40:39.0
28:55.0,114.8971785,4.9778445,,,,,40:40.0
28:56.0,114.8971783,4.977844,,,,,40:41.0
28:59.0,114.8971782,4.97784333,,,,,40:44.0
29:00.0,114.8971782,4.97784333,,,,,40:45.0
29:02.0,114.8971782,4.97784317,,,,,40:47.0
29:04.0,114.8971778,4.97784283,,,,,40:49.0
29:05.0,114.8971777,4.97784283,,,,,40:50.0
29:06.0,114.8971777,4.97784283,,,,,40:51.0
29:07.0,114.8971777,4.97784267,,,,,40:52.0
29:08.0,114.8971777,4.9778425,,,,,40:53.0
29:11.0,114.8971775,4.9778425,,,,,40:56.0
29:12.0,114.8971775,4.9778425,,,,,40:57.0
29:13.0,114.8971775,4.9778425,,,,,40:58.0
29:14.0,114.8971773,4.97784267,,,,,40:59.0
29:18.0,114.8971772,4.97784267,,,,,41:03.0
29:19.0,114.8971747,4.97784267,,,,,41:04.0
29:20.0,114.8971732,4.9778425,,,,,41:05.0
29:21.0,114.8971722,4.9778425,,,,,41:06.0
29:22.0,114.8971715,4.97784233,,,,,41:07.0
29:23.0,114.897171,4.97784233,,,,,41:08.0
29:24.0,114.8971705,4.9778425,,,,,41:09.0
29:25.0,114.8971702,4.9778425,,,,,41:10.0
29:26.0,114.89717,4.97784267,,,,,41:11.0
29:28.0,114.8971695,4.977843,,,,,41:13.0
29:30.0,114.8971693,4.97784317,,,,,41:15.0
29:31.0,114.8971693,4.97784333,,,,,41:16.0
29:32.0,114.8971693,4.9778435,,,,,41:17.0
29:34.0,114.8971695,4.9778435,,,,,41:19.0
29:36.0,114.8971698,4.9778435,,,,,41:21.0
29:37.0,114.8971698,4.97784367,,,,,41:22.0
29:38.0,114.89717,4.97784367,,,,,41:23.0
29:40.0,114.8971702,4.97784383,,,,,41:25.0
29:42.0,114.8971705,4.977844,,,,,41:27.0
29:43.0,114.8971707,4.977844,,,,,41:28.0
29:45.0,114.8971712,4.97784383,,,,,41:30.0
29:46.0,114.8971712,4.977844,,,,,41:31.0
29:48.0,114.8971715,4.977844,,,,,41:33.0
29:49.0,114.8971717,4.977844,,,,,41:34.0
29:50.0,114.8971717,4.97784383,,,,,41:35.0
29:51.0,114.8971718,4.97784367,,,,,41:36.0
29:53.0,114.8971725,4.97784333,,,,,41:38.0
29:54.0,114.8971727,4.97784317,,,,,41:39.0
29:55.0,114.897173,4.977843,,,,,41:40.0
29:57.0,114.8971732,4.97784283,,,,,41:42.0
29:59.0,114.8971733,4.97784267,,,,,41:44.0
30:00.0,114.8971733,4.97784267,,,,,41:45.0
30:01.0,114.8971733,4.9778425,,,,,41:46.0
30:02.0,114.8971733,4.9778425,,,,,41:47.0
30:04.0,114.8971732,4.9778425,,,,,41:49.0
30:06.0,114.8971732,4.97784233,,,,,41:51.0
30:08.0,114.8971732,4.977842,,,,,41:53.0
30:09.0,114.8971732,4.97784183,,,,,41:54.0
30:11.0,114.8971732,4.97784133,,,,,41:56.0
30:13.0,114.8971728,4.97784067,,,,,41:58.0
30:14.0,114.8971727,4.9778405,,,,,41:59.0
30:15.0,114.8971725,4.97784017,,,,,42:00.0
30:17.0,114.8971722,4.97783983,,,,,42:02.0
30:19.0,114.8971722,4.9778395,,,,,42:04.0
30:20.0,114.897172,4.97783933,,,,,42:05.0
30:21.0,114.897172,4.97783917,,,,,42:06.0
30:23.0,114.897172,4.977839,,,,,42:08.0
30:25.0,114.897172,4.97783917,,,,,42:10.0
30:26.0,114.8971723,4.97783917,,,,,42:11.0
30:27.0,114.8971723,4.977839,,,,,42:12.0
30:29.0,114.8971725,4.97783883,,,,,42:14.0
30:31.0,114.8971728,4.9778385,,,,,42:16.0
30:32.0,114.897173,4.97783833,,,,,42:17.0
30:33.0,114.8971732,4.97783817,,,,,42:18.0
30:35.0,114.8971735,4.97783783,,,,,42:20.0
30:36.0,114.8971737,4.97783783,,,,,42:21.0
30:37.0,114.8971737,4.97783783,,,,,42:22.0
30:38.0,114.897174,4.97783867,,,,,42:23.0
30:40.0,114.897168,4.97784517,,,,,42:25.0
30:41.0,114.897165,4.97785267,,,,,42:26.0
30:42.0,114.897165,4.97785983,,,,,42:27.0
30:43.0,114.8971648,4.977866,,,,,42:28.0
30:44.0,114.8971635,4.97787117,,,,,42:29.0
30:46.0,114.8971625,4.977883,,,,,42:31.0
30:48.0,114.8971595,4.97789717,,,,,42:33.0
30:49.0,114.8971582,4.97790567,,,,,42:34.0
30:50.0,114.8971577,4.9779165,,,,,42:35.0
30:52.0,114.8971557,4.97793483,,,,,42:37.0
30:53.0,114.8971527,4.97794383,,,,,42:38.0
30:54.0,114.8971498,4.97795317,,,,,42:39.0
30:55.0,114.8971473,4.97796183,,,,,42:40.0
30:56.0,114.8971448,4.97797033,,,,,42:41.0
30:57.0,114.8971415,4.977978,,,,,42:42.0
30:58.0,114.8971378,4.97798333,,,,,42:43.0
30:59.0,114.897135,4.9779905,,,,,42:44.0
31:00.0,114.8971328,4.97799633,,,,,42:45.0
31:01.0,114.8971313,4.97800167,,,,,42:46.0
31:02.0,114.8971297,4.978007,,,,,42:47.0
31:03.0,114.897128,4.97801383,,,,,42:48.0
31:04.0,114.8971272,4.97802067,,,,,42:49.0
31:05.0,114.8971273,4.97802767,,,,,42:50.0
31:06.0,114.8971278,4.97803617,,,,,42:51.0
31:07.0,114.8971288,4.9780455,,,,,42:52.0
31:08.0,114.8971292,4.97805467,,,,,42:53.0
31:09.0,114.89713,4.97806367,,,,,42:54.0
31:10.0,114.897132,4.97807367,,,,,42:55.0
31:11.0,114.8971347,4.97808433,,,,,42:56.0
31:12.0,114.897137,4.97809417,,,,,42:57.0
31:13.0,114.8971397,4.97810333,,,,,42:58.0
31:15.0,114.8971465,4.97812233,,,,,43:00.0
31:17.0,114.8971533,4.978142,,,,,43:02.0
31:18.0,114.8971592,4.97815233,,,,,43:03.0
31:19.0,114.8971665,4.97816183,,,,,43:04.0
31:21.0,114.8971838,4.97817767,,,,,43:06.0
31:23.0,114.897203,4.97819233,,,,,43:08.0
31:25.0,114.89722,4.9782075,,,,,43:10.0
31:26.0,114.8972265,4.978217,,,,,43:11.0
31:27.0,114.8972343,4.97822417,,,,,43:12.0
31:28.0,114.8972375,4.97822767,,,,,43:13.0
31:29.0,114.8972385,4.97822883,,,,,43:14.0
31:30.0,114.8972393,4.97822933,,,,,43:15.0
31:31.0,114.8972402,4.97823,,,,,43:16.0
31:32.0,114.8972408,4.97823067,,,,,43:17.0
31:33.0,114.8972417,4.978232,,,,,43:18.0
31:34.0,114.8972427,4.97823333,,,,,43:19.0
31:35.0,114.897243,4.97823483,,,,,43:20.0
31:36.0,114.8972432,4.97823667,,,,,43:21.0
31:37.0,114.8972432,4.97823867,,,,,43:22.0
31:38.0,114.8972428,4.9782405,,,,,43:23.0
31:39.0,114.8972425,4.97824333,,,,,43:24.0
31:40.0,114.897242,4.97824533,,,,,43:25.0
31:42.0,114.8972412,4.97824933,,,,,43:27.0
31:43.0,114.8972408,4.97825067,,,,,43:28.0
31:44.0,114.8972403,4.97825217,,,,,43:29.0
31:46.0,114.8972395,4.978255,,,,,43:31.0
31:49.0,114.8972377,4.97826017,,,,,43:34.0
31:50.0,114.8972368,4.978262,,,,,43:35.0
31:52.0,114.8972358,4.97826483,,,,,43:37.0
31:53.0,114.8972353,4.97826633,,,,,43:38.0
31:54.0,114.8972348,4.97826783,,,,,43:39.0
31:55.0,114.8972343,4.97826933,,,,,43:40.0
31:56.0,114.8972338,4.97827083,,,,,43:41.0
31:58.0,114.8972328,4.97827367,,,,,43:43.0
31:59.0,114.8972323,4.97827483,,,,,43:44.0
32:00.0,114.8972317,4.978276,,,,,43:45.0
32:01.0,114.897231,4.978277,,,,,43:46.0
32:02.0,114.8972305,4.97827783,,,,,43:47.0
32:04.0,114.8972287,4.97828,,,,,43:49.0
32:06.0,114.897227,4.97828267,,,,,43:51.0
32:07.0,114.897226,4.97828367,,,,,43:52.0
32:08.0,114.8972252,4.97828483,,,,,43:53.0
32:09.0,114.8972242,4.978286,,,,,43:54.0
32:10.0,114.8972233,4.97828717,,,,,43:55.0
32:12.0,114.897222,4.97828983,,,,,43:57.0
32:14.0,114.8972203,4.9782935,,,,,43:59.0
32:15.0,114.8972193,4.97829533,,,,,44:00.0
32:16.0,114.8972183,4.97829667,,,,,44:01.0
32:18.0,114.8972165,4.978299,,,,,44:03.0
32:20.0,114.8972147,4.97830117,,,,,44:05.0
32:21.0,114.8972137,4.97830217,,,,,44:06.0
32:22.0,114.8972127,4.97830317,,,,,44:07.0
32:24.0,114.8972112,4.978305,,,,,44:09.0
32:25.0,114.8972102,4.97830583,,,,,44:10.0
32:26.0,114.8972093,4.9783065,,,,,44:11.0
32:27.0,114.8972082,4.97830733,,,,,44:12.0
32:29.0,114.897206,4.97830917,,,,,44:14.0
32:30.0,114.897205,4.97831017,,,,,44:15.0
32:31.0,114.8972038,4.9783115,,,,,44:16.0
32:33.0,114.8972018,4.97831367,,,,,44:18.0
32:34.0,114.8972008,4.97831467,,,,,44:19.0
32:36.0,114.8971992,4.97831667,,,,,44:21.0
32:37.0,114.8971983,4.97831767,,,,,44:22.0
32:38.0,114.8971975,4.97831867,,,,,44:23.0
32:39.0,114.8971967,4.97831967,,,,,44:24.0
32:40.0,114.897196,4.9783205,,,,,44:25.0
32:42.0,114.8971948,4.9783225,,,,,44:27.0
32:44.0,114.897194,4.97832517,,,,,44:29.0
32:45.0,114.8971937,4.9783265,,,,,44:30.0
32:46.0,114.8971932,4.97832783,,,,,44:31.0
32:48.0,114.8971923,4.97833117,,,,,44:33.0
32:50.0,114.8971917,4.97833383,,,,,44:35.0
32:51.0,114.8971913,4.97833533,,,,,44:36.0
32:52.0,114.897191,4.97833667,,,,,44:37.0
32:53.0,114.8971907,4.9783375,,,,,44:38.0
32:54.0,114.8971905,4.97833867,,,,,44:39.0
32:56.0,114.8971898,4.97834033,,,,,44:41.0
32:57.0,114.8971895,4.97834117,,,,,44:42.0
33:00.0,114.8971883,4.9783435,,,,,44:45.0
33:01.0,114.8971878,4.978344,,,,,44:46.0
33:02.0,114.8971873,4.97834467,,,,,44:47.0
33:03.0,114.8971868,4.97834533,,,,,44:48.0
33:04.0,114.8971865,4.97834583,,,,,44:49.0
33:05.0,114.897186,4.97834683,,,,,44:50.0
33:06.0,114.8971853,4.978348,,,,,44:51.0
33:07.0,114.8971848,4.978349,,,,,44:52.0
33:08.0,114.8971843,4.97834983,,,,,44:53.0
33:09.0,114.8971837,4.97835067,,,,,44:54.0
33:10.0,114.8971832,4.97835167,,,,,44:55.0
33:11.0,114.8971827,4.9783525,,,,,44:56.0
33:12.0,114.8971822,4.97835333,,,,,44:57.0
33:14.0,114.897181,4.97835533,,,,,44:59.0
33:16.0,114.8971802,4.97835683,,,,,45:01.0
33:18.0,114.8971792,4.97835817,,,,,45:03.0
33:20.0,114.8971782,4.97835967,,,,,45:05.0
33:22.0,114.8971773,4.97836133,,,,,45:07.0
33:23.0,114.897177,4.978362,,,,,45:08.0
33:24.0,114.8971765,4.97836267,,,,,45:09.0
33:25.0,114.897176,4.97836333,,,,,45:10.0
33:26.0,114.8971757,4.97836367,,,,,45:11.0
33:28.0,114.8971753,4.97836417,,,,,45:13.0
33:29.0,114.897175,4.97836433,,,,,45:14.0
33:30.0,114.8971747,4.97836467,,,,,45:15.0
33:31.0,114.8971745,4.978365,,,,,45:16.0
33:32.0,114.897174,4.9783655,,,,,45:17.0
33:33.0,114.8971737,4.97836583,,,,,45:18.0
33:34.0,114.8971732,4.9783665,,,,,45:19.0
33:35.0,114.897173,4.978367,,,,,45:20.0
33:36.0,114.8971728,4.97836767,,,,,45:21.0
33:38.0,114.8971727,4.9783685,,,,,45:23.0
33:40.0,114.8971722,4.978369,,,,,45:25.0
33:41.0,114.897172,4.97836917,,,,,45:26.0
33:42.0,114.897172,4.9783695,,,,,45:27.0
33:44.0,114.8971717,4.97837017,,,,,45:29.0
33:46.0,114.8971712,4.97837117,,,,,45:31.0
33:47.0,114.8971712,4.97837133,,,,,45:32.0
33:48.0,114.8971712,4.97837183,,,,,45:33.0
33:50.0,114.8971715,4.9783725,,,,,45:35.0
33:52.0,114.8971808,4.97837117,,,,,45:37.0
33:53.0,114.8971872,4.97837167,,,,,45:38.0
33:54.0,114.8971932,4.9783715,,,,,45:39.0
33:55.0,114.8971973,4.9783715,,,,,45:40.0
33:56.0,114.8971997,4.978373,,,,,45:41.0
33:57.0,114.897201,4.97837517,,,,,45:42.0
33:58.0,114.8972017,4.97837617,,,,,45:43.0
33:59.0,114.8972025,4.97837817,,,,,45:44.0
34:00.0,114.8972033,4.9783785,,,,,45:45.0
34:01.0,114.8972033,4.97837883,,,,,45:46.0
34:02.0,114.8972037,4.97837933,,,,,45:47.0
34:03.0,114.897204,4.9783795,,,,,45:48.0
34:04.0,114.8972037,4.9783775,,,,,45:49.0
34:05.0,114.8972043,4.97837517,,,,,45:50.0
34:07.0,114.8972082,4.97837583,,,,,45:52.0
34:08.0,114.89721,4.97837683,,,,,45:53.0
34:09.0,114.8972112,4.978378,,,,,45:54.0
34:10.0,114.897212,4.97837917,,,,,45:55.0
34:11.0,114.8972128,4.97838,,,,,45:56.0
34:12.0,114.8972125,4.97838117,,,,,45:57.0
34:13.0,114.8972118,4.97838267,,,,,45:58.0
34:15.0,114.8972157,4.97838367,,,,,46:00.0
34:17.0,114.8972258,4.97837983,,,,,46:02.0
34:18.0,114.8972303,4.97837567,,,,,46:03.0
34:19.0,114.8972318,4.978372,,,,,46:04.0
34:20.0,114.8972323,4.97837067,,,,,46:05.0
34:21.0,114.897233,4.97837,,,,,46:06.0
34:22.0,114.8972325,4.97837033,,,,,46:07.0
34:23.0,114.8972322,4.9783705,,,,,46:08.0
34:24.0,114.8972318,4.97837167,,,,,46:09.0
