Index,UTC,Lon,Lat
961,06:21:19.000 06/07/2023,114.89741283,4.97726083
962,06:21:20.000 06/07/2023,114.89741283,4.97726100
963,06:21:22.000 06/07/2023,114.89741267,4.97726100
964,06:21:24.000 06/07/2023,114.89741283,4.97726117
965,06:21:25.000 06/07/2023,114.89741283,4.97726117
966,06:21:26.000 06/07/2023,114.89741283,4.97726117
967,06:21:28.000 06/07/2023,114.89741267,4.97726100
968,06:21:30.000 06/07/2023,114.89741250,4.97726083
969,06:21:32.000 06/07/2023,114.89741217,4.97726067
970,06:21:34.000 06/07/2023,114.89741167,4.97726050
971,06:21:36.000 06/07/2023,114.89741117,4.97725983
972,06:21:38.000 06/07/2023,114.89741100,4.97725950
973,06:21:40.000 06/07/2023,114.89741067,4.97725933
974,06:21:42.000 06/07/2023,114.89741083,4.97725933
975,06:21:44.000 06/07/2023,114.89741100,4.97725933
976,06:21:46.000 06/07/2023,114.89741083,4.97725917
977,06:21:48.000 06/07/2023,114.89741083,4.97725883
978,06:21:50.000 06/07/2023,114.89741083,4.97725883
979,06:21:52.000 06/07/2023,114.89741100,4.97725867
980,06:21:54.000 06/07/2023,114.89741100,4.97725867
981,06:21:56.000 06/07/2023,114.89741100,4.97725850
982,06:21:58.000 06/07/2023,114.89741083,4.97725850
983,06:22:00.000 06/07/2023,114.89741083,4.97725850
984,06:22:02.000 06/07/2023,114.89741100,4.97725850
985,06:22:04.000 06/07/2023,114.89741100,4.97725850
986,06:22:06.000 06/07/2023,114.89741100,4.97725867
987,06:22:08.000 06/07/2023,114.89741117,4.97725883
988,06:22:10.000 06/07/2023,114.89741133,4.97725900
989,06:22:12.000 06/07/2023,114.89741183,4.97725933
990,06:22:14.000 06/07/2023,114.89741217,4.97725950
991,06:22:16.000 06/07/2023,114.89741233,4.97725967
992,06:22:18.000 06/07/2023,114.89741217,4.97725967
993,06:22:20.000 06/07/2023,114.89741217,4.97725967
994,06:22:22.000 06/07/2023,114.89741200,4.97725967
995,06:22:24.000 06/07/2023,114.89741200,4.97725967
996,06:22:26.000 06/07/2023,114.89741217,4.97725967
997,06:22:28.000 06/07/2023,114.89741217,4.97725967
998,06:22:30.000 06/07/2023,114.89741167,4.97725950
999,06:22:32.000 06/07/2023,114.89741133,4.97725933
1000,06:22:34.000 06/07/2023,114.89741100,4.97725950
1001,06:22:36.000 06/07/2023,114.89741083,4.97725950
1002,06:22:38.000 06/07/2023,114.89741083,4.97725967
1003,06:22:40.000 06/07/2023,114.89741083,4.97725983
1004,06:22:42.000 06/07/2023,114.89741050,4.97726000
1005,06:22:44.000 06/07/2023,114.89741033,4.97726000
1006,06:22:46.000 06/07/2023,114.89741000,4.97726000
1007,06:22:48.000 06/07/2023,114.89740983,4.97725983
1008,06:22:50.000 06/07/2023,114.89740950,4.97725967
1009,06:22:52.000 06/07/2023,114.89740950,4.97725967
1010,06:22:54.000 06/07/2023,114.89740883,4.97726200
1011,06:22:56.000 06/07/2023,114.89740950,4.97726750
1012,06:22:58.000 06/07/2023,114.89740800,4.97727317
1013,06:23:00.000 06/07/2023,114.89740483,4.97728100
1014,06:23:02.000 06/07/2023,114.89740483,4.97728917
1015,06:23:04.000 06/07/2023,114.89740350,4.97729900
1016,06:23:06.000 06/07/2023,114.89740183,4.97730617
1017,06:23:08.000 06/07/2023,114.89739283,4.97731133
1018,06:23:10.000 06/07/2023,114.89738617,4.97732067
1019,06:23:12.000 06/07/2023,114.89737967,4.97733233
1020,06:23:14.000 06/07/2023,114.89737333,4.97734350
1021,06:23:16.000 06/07/2023,114.89736883,4.97736150
1022,06:23:17.000 06/07/2023,114.89736383,4.97737000
1023,06:23:18.000 06/07/2023,114.89736083,4.97737967
1024,06:23:20.000 06/07/2023,114.89735433,4.97740100
1025,06:23:22.000 06/07/2023,114.89734967,4.97742133
1026,06:23:23.000 06/07/2023,114.89734417,4.97743400
1027,06:23:24.000 06/07/2023,114.89734217,4.97744483
1028,06:23:25.000 06/07/2023,114.89733750,4.97745350
1029,06:23:26.000 06/07/2023,114.89733383,4.97746667
1030,06:23:28.000 06/07/2023,114.89732817,4.97748683
1031,06:23:29.000 06/07/2023,114.89732567,4.97749617
1032,06:23:31.000 06/07/2023,114.89731700,4.97751483
1033,06:23:32.000 06/07/2023,114.89731367,4.97752383
1034,06:23:33.000 06/07/2023,114.89731200,4.97752800
1035,06:23:34.000 06/07/2023,114.89731100,4.97753000
1036,06:23:35.000 06/07/2023,114.89731150,4.97753300
1037,06:23:37.000 06/07/2023,114.89731117,4.97753667
1038,06:23:38.000 06/07/2023,114.89731050,4.97753783
1039,06:23:39.000 06/07/2023,114.89730983,4.97753883
1040,06:23:40.000 06/07/2023,114.89730950,4.97753967
1041,06:23:41.000 06/07/2023,114.89730933,4.97754050
1042,06:23:43.000 06/07/2023,114.89730900,4.97754183
1043,06:23:44.000 06/07/2023,114.89730883,4.97754233
1044,06:23:45.000 06/07/2023,114.89730883,4.97754300
1045,06:23:46.000 06/07/2023,114.89730867,4.97754367
1046,06:23:48.000 06/07/2023,114.89730850,4.97754500
1047,06:23:50.000 06/07/2023,114.89730800,4.97754533
1048,06:23:51.000 06/07/2023,114.89730767,4.97754533
1049,06:23:52.000 06/07/2023,114.89730750,4.97754533
1050,06:23:53.000 06/07/2023,114.89730700,4.97754517
1051,06:23:54.000 06/07/2023,114.89730667,4.97754500
1052,06:23:56.000 06/07/2023,114.89730617,4.97754500
1053,06:23:57.000 06/07/2023,114.89730600,4.97754500
1054,06:23:58.000 06/07/2023,114.89730600,4.97754533
1055,06:23:59.000 06/07/2023,114.89730583,4.97754550
1056,06:24:00.000 06/07/2023,114.89730583,4.97754567
1057,06:24:01.000 06/07/2023,114.89730567,4.97754583
1058,06:24:02.000 06/07/2023,114.89730550,4.97754600
1059,06:24:03.000 06/07/2023,114.89730533,4.97754617
1060,06:24:05.000 06/07/2023,114.89730483,4.97754617
1061,06:24:07.000 06/07/2023,114.89730450,4.97754650
1062,06:24:08.000 06/07/2023,114.89730450,4.97754667
1063,06:24:09.000 06/07/2023,114.89730433,4.97754667
1064,06:24:10.000 06/07/2023,114.89730433,4.97754700
1065,06:24:11.000 06/07/2023,114.89730433,4.97754733
1066,06:24:12.000 06/07/2023,114.89730433,4.97754767
1067,06:24:13.000 06/07/2023,114.89730450,4.97754800
1068,06:24:14.000 06/07/2023,114.89730467,4.97754833
1069,06:24:15.000 06/07/2023,114.89730483,4.97754883
1070,06:24:16.000 06/07/2023,114.89730450,4.97754900
1071,06:24:17.000 06/07/2023,114.89730450,4.97754933
1072,06:24:18.000 06/07/2023,114.89730450,4.97754967
1073,06:24:19.000 06/07/2023,114.89730433,4.97755000
1074,06:24:20.000 06/07/2023,114.89730417,4.97755033
1075,06:24:21.000 06/07/2023,114.89730400,4.97755050
1076,06:24:22.000 06/07/2023,114.89730400,4.97755067
1077,06:24:23.000 06/07/2023,114.89730400,4.97755100
1078,06:24:24.000 06/07/2023,114.89730400,4.97755133
1079,06:24:25.000 06/07/2023,114.89730400,4.97755150
1080,06:24:26.000 06/07/2023,114.89730400,4.97755167
1081,06:24:27.000 06/07/2023,114.89730400,4.97755200
1082,06:24:28.000 06/07/2023,114.89730383,4.97755217
1083,06:24:29.000 06/07/2023,114.89730383,4.97755233
1084,06:24:30.000 06/07/2023,114.89730383,4.97755267
1085,06:24:31.000 06/07/2023,114.89730367,4.97755283
1086,06:24:32.000 06/07/2023,114.89730367,4.97755300
1087,06:24:33.000 06/07/2023,114.89730367,4.97755317
1088,06:24:34.000 06/07/2023,114.89730350,4.97755317
1089,06:24:36.000 06/07/2023,114.89730350,4.97755333
1090,06:24:37.000 06/07/2023,114.89730367,4.97755350
1091,06:24:38.000 06/07/2023,114.89730367,4.97755350
1092,06:24:39.000 06/07/2023,114.89730350,4.97755350
1093,06:24:40.000 06/07/2023,114.89730350,4.97755350
1094,06:24:41.000 06/07/2023,114.89730333,4.97755367
1095,06:24:42.000 06/07/2023,114.89730317,4.97755367
1096,06:24:43.000 06/07/2023,114.89730317,4.97755383
1097,06:24:44.000 06/07/2023,114.89730300,4.97755383
1098,06:24:45.000 06/07/2023,114.89730283,4.97755400
1099,06:24:47.000 06/07/2023,114.89730300,4.97755417
1100,06:24:49.000 06/07/2023,114.89730300,4.97755417
1101,06:24:50.000 06/07/2023,114.89730300,4.97755417
1102,06:24:51.000 06/07/2023,114.89730267,4.97755417
1103,06:24:53.000 06/07/2023,114.89730217,4.97755433
1104,06:24:54.000 06/07/2023,114.89730200,4.97755417
1105,06:24:55.000 06/07/2023,114.89730117,4.97755400
1106,06:24:56.000 06/07/2023,114.89730050,4.97755383
1107,06:24:57.000 06/07/2023,114.89729983,4.97755367
1108,06:24:58.000 06/07/2023,114.89729950,4.97755333
1109,06:24:59.000 06/07/2023,114.89729900,4.97755317
1110,06:25:02.000 06/07/2023,114.89729833,4.97755267
1111,06:25:04.000 06/07/2023,114.89729783,4.97755250
1112,06:25:05.000 06/07/2023,114.89729767,4.97755217
1113,06:25:07.000 06/07/2023,114.89729733,4.97755183
1114,06:25:08.000 06/07/2023,114.89729700,4.97755167
1115,06:25:10.000 06/07/2023,114.89729683,4.97755133
1116,06:25:11.000 06/07/2023,114.89729667,4.97755117
1117,06:25:12.000 06/07/2023,114.89729667,4.97755100
1118,06:25:13.000 06/07/2023,114.89729667,4.97755083
1119,06:25:14.000 06/07/2023,114.89729667,4.97755083
1120,06:25:15.000 06/07/2023,114.89729667,4.97755067
1121,06:25:16.000 06/07/2023,114.89729667,4.97755033
1122,06:25:17.000 06/07/2023,114.89729667,4.97755017
1123,06:25:18.000 06/07/2023,114.89729683,4.97755000
1124,06:25:19.000 06/07/2023,114.89729683,4.97754983
1125,06:25:20.000 06/07/2023,114.89729683,4.97754967
1126,06:25:21.000 06/07/2023,114.89729683,4.97754950
1127,06:25:22.000 06/07/2023,114.89729683,4.97754933
1128,06:25:23.000 06/07/2023,114.89729700,4.97754933
1129,06:25:24.000 06/07/2023,114.89729700,4.97754917
1130,06:25:25.000 06/07/2023,114.89729700,4.97754917
1131,06:25:26.000 06/07/2023,114.89729700,4.97754900
1132,06:25:27.000 06/07/2023,114.89729700,4.97754900
1133,06:25:28.000 06/07/2023,114.89729683,4.97754867
1134,06:25:29.000 06/07/2023,114.89729667,4.97754833
1135,06:25:30.000 06/07/2023,114.89729667,4.97754817
1136,06:25:31.000 06/07/2023,114.89729650,4.97754783
1137,06:25:33.000 06/07/2023,114.89729617,4.97754750
1138,06:25:35.000 06/07/2023,114.89729617,4.97754733
1139,06:25:37.000 06/07/2023,114.89729633,4.97754717
1140,06:25:38.000 06/07/2023,114.89729633,4.97754717
1141,06:25:39.000 06/07/2023,114.89729650,4.97754717
1142,06:25:40.000 06/07/2023,114.89729650,4.97754717
1143,06:25:41.000 06/07/2023,114.89729650,4.97754717
1144,06:25:43.000 06/07/2023,114.89729667,4.97754733
1145,06:25:45.000 06/07/2023,114.89729667,4.97754750
1146,06:25:46.000 06/07/2023,114.89729650,4.97754733
1147,06:25:48.000 06/07/2023,114.89729650,4.97754717
1148,06:25:49.000 06/07/2023,114.89729650,4.97754700
1149,06:25:50.000 06/07/2023,114.89729650,4.97754700
1150,06:25:51.000 06/07/2023,114.89729633,4.97754683
1151,06:25:52.000 06/07/2023,114.89729633,4.97754683
1152,06:25:53.000 06/07/2023,114.89729633,4.97754683
1153,06:25:54.000 06/07/2023,114.89729617,4.97754683
1154,06:25:55.000 06/07/2023,114.89729617,4.97754700
1155,06:25:57.000 06/07/2023,114.89729417,4.97755900
1156,06:25:58.000 06/07/2023,114.89729283,4.97756667
1157,06:25:59.000 06/07/2023,114.89729000,4.97757483
1158,06:26:02.000 06/07/2023,114.89728150,4.97759967
1159,06:26:04.000 06/07/2023,114.89727733,4.97762067
1160,06:26:05.000 06/07/2023,114.89727533,4.97762933
1161,06:26:07.000 06/07/2023,114.89727417,4.97764400
1162,06:26:09.000 06/07/2023,114.89726833,4.97766167
1163,06:26:10.000 06/07/2023,114.89726500,4.97767200
1164,06:26:11.000 06/07/2023,114.89726133,4.97768150
1165,06:26:12.000 06/07/2023,114.89725783,4.97769167
1166,06:26:14.000 06/07/2023,114.89725267,4.97770667
1167,06:26:15.000 06/07/2023,114.89725050,4.97771317
1168,06:26:16.000 06/07/2023,114.89724717,4.97772183
1169,06:26:17.000 06/07/2023,114.89724317,4.97773133
1170,06:26:18.000 06/07/2023,114.89723750,4.97774117
1171,06:26:20.000 06/07/2023,114.89722767,4.97775917
1172,06:26:22.000 06/07/2023,114.89721950,4.97777567
1173,06:26:24.000 06/07/2023,114.89721050,4.97779517
1174,06:26:26.000 06/07/2023,114.89720100,4.97781367
1175,06:26:28.000 06/07/2023,114.89719283,4.97782933
1176,06:26:30.000 06/07/2023,114.89718567,4.97783900
1177,06:26:32.000 06/07/2023,114.89718150,4.97784167
1178,06:26:34.000 06/07/2023,114.89718033,4.97784233
1179,06:26:36.000 06/07/2023,114.89717967,4.97784217
1180,06:26:38.000 06/07/2023,114.89717867,4.97784233
1181,06:26:40.000 06/07/2023,114.89717767,4.97784250
1182,06:26:42.000 06/07/2023,114.89717700,4.97784250
1183,06:26:44.000 06/07/2023,114.89717650,4.97784233
1184,06:26:46.000 06/07/2023,114.89717617,4.97784217
1185,06:26:48.000 06/07/2023,114.89717567,4.97784233
1186,06:26:49.000 06/07/2023,114.89717550,4.97784250
1187,06:26:50.000 06/07/2023,114.89717533,4.97784267
1188,06:26:51.000 06/07/2023,114.89717533,4.97784283
1189,06:26:52.000 06/07/2023,114.89717517,4.97784317
1190,06:26:53.000 06/07/2023,114.89717517,4.97784333
1191,06:26:55.000 06/07/2023,114.89717517,4.97784350
1192,06:26:56.000 06/07/2023,114.89717517,4.97784367
1193,06:26:57.000 06/07/2023,114.89717517,4.97784383
1194,06:26:59.000 06/07/2023,114.89717517,4.97784433
1195,06:27:01.000 06/07/2023,114.89717517,4.97784467
1196,06:27:03.000 06/07/2023,114.89717517,4.97784500
1197,06:27:05.000 06/07/2023,114.89717517,4.97784533
1198,06:27:07.000 06/07/2023,114.89717517,4.97784550
1199,06:27:08.000 06/07/2023,114.89717517,4.97784567
1200,06:27:09.000 06/07/2023,114.89717517,4.97784583
1201,06:27:11.000 06/07/2023,114.89717533,4.97784617
1202,06:27:13.000 06/07/2023,114.89717533,4.97784633
1203,06:27:15.000 06/07/2023,114.89717533,4.97784633
1204,06:27:17.000 06/07/2023,114.89717550,4.97784667
1205,06:27:19.000 06/07/2023,114.89717567,4.97784683
1206,06:27:21.000 06/07/2023,114.89717567,4.97784683
1207,06:27:23.000 06/07/2023,114.89717600,4.97784683
1208,06:27:25.000 06/07/2023,114.89717600,4.97784683
1209,06:27:27.000 06/07/2023,114.89717617,4.97784700
1210,06:27:29.000 06/07/2023,114.89717617,4.97784683
1211,06:27:31.000 06/07/2023,114.89717633,4.97784683
1212,06:27:33.000 06/07/2023,114.89717650,4.97784667
1213,06:27:35.000 06/07/2023,114.89717650,4.97784667
1214,06:27:37.000 06/07/2023,114.89717667,4.97784650
1215,06:27:39.000 06/07/2023,114.89717700,4.97784633
1216,06:27:41.000 06/07/2023,114.89717717,4.97784650
1217,06:27:43.000 06/07/2023,114.89717733,4.97784650
1218,06:27:45.000 06/07/2023,114.89717750,4.97784633
1219,06:27:47.000 06/07/2023,114.89717783,4.97784600
1220,06:27:49.000 06/07/2023,114.89717800,4.97784600
1221,06:27:51.000 06/07/2023,114.89717817,4.97784600
1222,06:27:53.000 06/07/2023,114.89717833,4.97784600
1223,06:27:55.000 06/07/2023,114.89717867,4.97784600
1224,06:27:57.000 06/07/2023,114.89717883,4.97784633
1225,06:27:59.000 06/07/2023,114.89717900,4.97784633
1226,06:28:01.000 06/07/2023,114.89717950,4.97784650
1227,06:28:03.000 06/07/2023,114.89718017,4.97784667
1228,06:28:05.000 06/07/2023,114.89718067,4.97784683
1229,06:28:07.000 06/07/2023,114.89718117,4.97784700
1230,06:28:09.000 06/07/2023,114.89718167,4.97784717
1231,06:28:11.000 06/07/2023,114.89718217,4.97784733
1232,06:28:13.000 06/07/2023,114.89718267,4.97784733
1233,06:28:15.000 06/07/2023,114.89718300,4.97784717
1234,06:28:17.000 06/07/2023,114.89718350,4.97784733
1235,06:28:19.000 06/07/2023,114.89718383,4.97784733
1236,06:28:21.000 06/07/2023,114.89718417,4.97784733
1237,06:28:23.000 06/07/2023,114.89718450,4.97784733
1238,06:28:25.000 06/07/2023,114.89718483,4.97784717
1239,06:28:27.000 06/07/2023,114.89718517,4.97784700
1240,06:28:29.000 06/07/2023,114.89718550,4.97784650
1241,06:28:31.000 06/07/2023,114.89718550,4.97784617
1242,06:28:33.000 06/07/2023,114.89718583,4.97784583
1243,06:28:35.000 06/07/2023,114.89718617,4.97784567
1244,06:28:37.000 06/07/2023,114.89718633,4.97784550
1245,06:28:39.000 06/07/2023,114.89718650,4.97784533
1246,06:28:41.000 06/07/2023,114.89718667,4.97784500
1247,06:28:43.000 06/07/2023,114.89718683,4.97784517
1248,06:28:45.000 06/07/2023,114.89718700,4.97784517
1249,06:28:47.000 06/07/2023,114.89718733,4.97784567
1250,06:28:49.000 06/07/2023,114.89718733,4.97784550
1251,06:28:51.000 06/07/2023,114.89718733,4.97784550
1252,06:28:53.000 06/07/2023,114.89718750,4.97784617
1253,06:28:55.000 06/07/2023,114.89718200,4.97784900
1254,06:28:57.000 06/07/2023,114.89717550,4.97786367
1255,06:28:59.000 06/07/2023,114.89717683,4.97787633
1256,06:29:01.000 06/07/2023,114.89717550,4.97788750
1257,06:29:03.000 06/07/2023,114.89716917,4.97790250
1258,06:29:05.000 06/07/2023,114.89716333,4.97792150
1259,06:29:07.000 06/07/2023,114.89716250,4.97794333
1260,06:29:09.000 06/07/2023,114.89716317,4.97796567
1261,06:29:11.000 06/07/2023,114.89716400,4.97798500
1262,06:29:13.000 06/07/2023,114.89716200,4.97800550
1263,06:29:15.000 06/07/2023,114.89716517,4.97802733
1264,06:29:17.000 06/07/2023,114.89717083,4.97804800
1265,06:29:19.000 06/07/2023,114.89717217,4.97806550
1266,06:29:21.000 06/07/2023,114.89717333,4.97808717
1267,06:29:23.000 06/07/2023,114.89717600,4.97810667
1268,06:29:24.000 06/07/2023,114.89717883,4.97811767
1269,06:29:25.000 06/07/2023,114.89718183,4.97812833
1270,06:29:26.000 06/07/2023,114.89718433,4.97813833
1271,06:29:27.000 06/07/2023,114.89718767,4.97814867
1272,06:29:28.000 06/07/2023,114.89719000,4.97815900
1273,06:29:29.000 06/07/2023,114.89719217,4.97816983
1274,06:29:30.000 06/07/2023,114.89719583,4.97818133
1275,06:29:31.000 06/07/2023,114.89720033,4.97819283
1276,06:29:33.000 06/07/2023,114.89720917,4.97821317
1277,06:29:34.000 06/07/2023,114.89721350,4.97822217
1278,06:29:35.000 06/07/2023,114.89721867,4.97823117
1279,06:29:36.000 06/07/2023,114.89722483,4.97823983
1280,06:29:37.000 06/07/2023,114.89723100,4.97824867
1281,06:29:38.000 06/07/2023,114.89723850,4.97825750
1282,06:29:39.000 06/07/2023,114.89724583,4.97826433
1283,06:29:40.000 06/07/2023,114.89725350,4.97827000
1284,06:29:41.000 06/07/2023,114.89726133,4.97827467
1285,06:29:42.000 06/07/2023,114.89726683,4.97827683
1286,06:29:43.000 06/07/2023,114.89726850,4.97827783
1287,06:29:44.000 06/07/2023,114.89726800,4.97827800
1288,06:29:45.000 06/07/2023,114.89726700,4.97827783
1289,06:29:46.000 06/07/2023,114.89726617,4.97827800
1290,06:29:47.000 06/07/2023,114.89726500,4.97827817
1291,06:29:48.000 06/07/2023,114.89726350,4.97827850
1292,06:29:49.000 06/07/2023,114.89726200,4.97827883
1293,06:29:50.000 06/07/2023,114.89726083,4.97827917
1294,06:29:51.000 06/07/2023,114.89725967,4.97827950
1295,06:29:52.000 06/07/2023,114.89725850,4.97827983
1296,06:29:53.000 06/07/2023,114.89725717,4.97828033
1297,06:29:54.000 06/07/2023,114.89725617,4.97828050
1298,06:29:56.000 06/07/2023,114.89725433,4.97828083
1299,06:29:57.000 06/07/2023,114.89725350,4.97828133
1300,06:29:58.000 06/07/2023,114.89725233,4.97828167
1301,06:30:00.000 06/07/2023,114.89725067,4.97828200
1302,06:30:02.000 06/07/2023,114.89724933,4.97828250
1303,06:30:04.000 06/07/2023,114.89724767,4.97828317
1304,06:30:06.000 06/07/2023,114.89724617,4.97828350
1305,06:30:08.000 06/07/2023,114.89724483,4.97828400
1306,06:30:10.000 06/07/2023,114.89724350,4.97828433
1307,06:30:12.000 06/07/2023,114.89724233,4.97828467
1308,06:30:13.000 06/07/2023,114.89724167,4.97828483
1309,06:30:14.000 06/07/2023,114.89724100,4.97828500
1310,06:30:16.000 06/07/2023,114.89724000,4.97828550
1311,06:30:18.000 06/07/2023,114.89723883,4.97828600
1312,06:30:19.000 06/07/2023,114.89723817,4.97828617
1313,06:30:20.000 06/07/2023,114.89723783,4.97828633
1314,06:30:22.000 06/07/2023,114.89723700,4.97828683
1315,06:30:23.000 06/07/2023,114.89723650,4.97828700
1316,06:30:25.000 06/07/2023,114.89723583,4.97828750
1317,06:30:26.000 06/07/2023,114.89723567,4.97828750
1318,06:30:27.000 06/07/2023,114.89723517,4.97828767
1319,06:30:28.000 06/07/2023,114.89723483,4.97828783
1320,06:30:29.000 06/07/2023,114.89723417,4.97828817
1321,06:30:31.000 06/07/2023,114.89723350,4.97828867
1322,06:30:33.000 06/07/2023,114.89723300,4.97828883
1323,06:30:34.000 06/07/2023,114.89723250,4.97828883
1324,06:30:35.000 06/07/2023,114.89723217,4.97828900
1325,06:30:36.000 06/07/2023,114.89723200,4.97828917
1326,06:30:37.000 06/07/2023,114.89723183,4.97828933
1327,06:30:39.000 06/07/2023,114.89723133,4.97828950
1328,06:30:40.000 06/07/2023,114.89723117,4.97828967
1329,06:30:41.000 06/07/2023,114.89723100,4.97828983
1330,06:30:43.000 06/07/2023,114.89723050,4.97828983
1331,06:30:45.000 06/07/2023,114.89723000,4.97829017
1332,06:30:47.000 06/07/2023,114.89723000,4.97829033
1333,06:30:48.000 06/07/2023,114.89722983,4.97829050
1334,06:30:50.000 06/07/2023,114.89722917,4.97829083
1335,06:30:52.000 06/07/2023,114.89722900,4.97829100
1336,06:30:54.000 06/07/2023,114.89722883,4.97829133
1337,06:30:55.000 06/07/2023,114.89722867,4.97829150
1338,06:30:57.000 06/07/2023,114.89722867,4.97829167
1339,06:30:59.000 06/07/2023,114.89722833,4.97829183
1340,06:31:00.000 06/07/2023,114.89722817,4.97829200
1341,06:31:01.000 06/07/2023,114.89722817,4.97829200
1342,06:31:03.000 06/07/2023,114.89722800,4.97829233
1343,06:31:05.000 06/07/2023,114.89722783,4.97829267
1344,06:31:06.000 06/07/2023,114.89722783,4.97829267
1345,06:31:07.000 06/07/2023,114.89722783,4.97829283
1346,06:31:08.000 06/07/2023,114.89722767,4.97829300
1347,06:31:09.000 06/07/2023,114.89722750,4.97829317
1348,06:31:10.000 06/07/2023,114.89722733,4.97829333
1349,06:31:11.000 06/07/2023,114.89722733,4.97829350
1350,06:31:12.000 06/07/2023,114.89722700,4.97829367
1351,06:31:13.000 06/07/2023,114.89722683,4.97829383
1352,06:31:14.000 06/07/2023,114.89722667,4.97829383
1353,06:31:15.000 06/07/2023,114.89722633,4.97829400
1354,06:31:16.000 06/07/2023,114.89722600,4.97829417
1355,06:31:17.000 06/07/2023,114.89722583,4.97829433
1356,06:31:18.000 06/07/2023,114.89722567,4.97829450
1357,06:31:19.000 06/07/2023,114.89722550,4.97829450
1358,06:31:21.000 06/07/2023,114.89722483,4.97829450
1359,06:31:23.000 06/07/2023,114.89722467,4.97829467
1360,06:31:24.000 06/07/2023,114.89722467,4.97829467
1361,06:31:25.000 06/07/2023,114.89722450,4.97829467
1362,06:31:27.000 06/07/2023,114.89722417,4.97829467
1363,06:31:29.000 06/07/2023,114.89722417,4.97829467
1364,06:31:30.000 06/07/2023,114.89722400,4.97829467
1365,06:31:31.000 06/07/2023,114.89722400,4.97829467
1366,06:31:33.000 06/07/2023,114.89722333,4.97829483
1367,06:31:34.000 06/07/2023,114.89722333,4.97829500
1368,06:31:35.000 06/07/2023,114.89722333,4.97829500
1369,06:31:36.000 06/07/2023,114.89722317,4.97829500
1370,06:31:37.000 06/07/2023,114.89722300,4.97829500
1371,06:31:38.000 06/07/2023,114.89722300,4.97829500
1372,06:31:39.000 06/07/2023,114.89722300,4.97829500
1373,06:31:40.000 06/07/2023,114.89722317,4.97829500
1374,06:31:41.000 06/07/2023,114.89722317,4.97829500
1375,06:31:42.000 06/07/2023,114.89722300,4.97829500
1376,06:31:44.000 06/07/2023,114.89722300,4.97829483
1377,06:31:45.000 06/07/2023,114.89722283,4.97829483
1378,06:31:46.000 06/07/2023,114.89722267,4.97829483
1379,06:31:48.000 06/07/2023,114.89722250,4.97829467
1380,06:31:50.000 06/07/2023,114.89722267,4.97829467
1381,06:31:51.000 06/07/2023,114.89722267,4.97829450
1382,06:31:53.000 06/07/2023,114.89722233,4.97829450
1383,06:31:54.000 06/07/2023,114.89722217,4.97829433
1384,06:31:56.000 06/07/2023,114.89722500,4.97829250
1385,06:31:57.000 06/07/2023,114.89723000,4.97829167
1386,06:31:58.000 06/07/2023,114.89723283,4.97829100
1387,06:32:00.000 06/07/2023,114.89723617,4.97829117
1388,06:32:02.000 06/07/2023,114.89724350,4.97828617
1389,06:32:03.000 06/07/2023,114.89724500,4.97828250
1390,06:32:04.000 06/07/2023,114.89724700,4.97828017
1391,06:32:06.000 06/07/2023,114.89724800,4.97827967
1392,06:32:07.000 06/07/2023,114.89724850,4.97827967
1393,06:32:08.000 06/07/2023,114.89724767,4.97828017
1394,06:32:09.000 06/07/2023,114.89724817,4.97827967
1395,06:32:10.000 06/07/2023,114.89724983,4.97827833
1396,06:32:11.000 06/07/2023,114.89724933,4.97827700
1397,06:32:13.000 06/07/2023,114.89725067,4.97827667
1398,06:32:14.000 06/07/2023,114.89725183,4.97827600
1399,06:32:15.000 06/07/2023,114.89725233,4.97827617
1400,06:32:16.000 06/07/2023,114.89725250,4.97827633
1401,06:32:17.000 06/07/2023,114.89725183,4.97827550
1402,06:32:18.000 06/07/2023,114.89725183,4.97827217
1403,06:32:20.000 06/07/2023,114.89725650,4.97825667
1404,06:32:21.000 06/07/2023,114.89725867,4.97825033
1405,06:32:22.000 06/07/2023,114.89726050,4.97824617
1406,06:32:23.000 06/07/2023,114.89726017,4.97824433
1407,06:32:24.000 06/07/2023,114.89726000,4.97824600
